state_ut,district,year,murder,rape,robbery,theft,riots,cheating,dowry_deaths
UTTARAKHAND,ALMORA,2001,18,4,7,55,4,11,3
UTTARAKHAND,BAGESHWAR,2001,10,1,4,13,2,4,8
UTTARAKHAND,CHAMOLI,2001,13,3,6,26,22,3,3
UTTARAKHAND,CHAMPAWAT,2001,3,0,4,13,1,6,0
UTTARAKHAND,DEHRADUN,2001,32,12,31,392,111,122,4
UTTARAKHAND,HARIDWAR,2001,94,13,43,349,137,86,10
UTTARAKHAND,NAINITAL,2001,36,5,26,151,38,26,5
UTTARAKHAND,PAURI GARHWAL,2001,26,7,18,81,19,10,5
UTTARAKHAND,PITHORAGARH,2001,8,7,6,41,14,8,2
UTTARAKHAND,RUDRA PRAYAG,2001,5,2,1,20,10,1,3
UTTARAKHAND,TEHRI GARHWAL,2001,7,2,7,37,11,4,2
UTTARAKHAND,UDHAMSINGH NAGAR,2001,54,10,32,198,40,33,10
UTTARAKHAND,UTTARKASHI,2001,10,8,6,43,31,4,1
WEST BENGAL,24 PARGANAS NORTH,2001,202,53,56,1679,285,35,23
WEST BENGAL,24 PARGANAS SOUTH,2001,107,47,33,1143,327,4,48
WEST BENGAL,ASANSOL,2001,9,0,1,54,12,9,1
WEST BENGAL,BANKURA,2001,35,26,30,235,66,23,22
WEST BENGAL,BIRBHUM,2001,76,43,30,350,282,4,4
WEST BENGAL,BURDWAN,2001,133,46,42,848,237,53,32
WEST BENGAL,COOCHBEHAR,2001,37,36,15,125,49,9,6
WEST BENGAL,DAKSHIN DINAJPUR,2001,25,10,7,126,41,3,4
WEST BENGAL,DARJEELING,2001,46,20,21,467,40,6,2
WEST BENGAL,HOOGHLY,2001,81,29,28,587,363,16,10
WEST BENGAL,HOWRAH,2001,28,2,3,170,45,19,8
WEST BENGAL,HOWRAH CITY,2001,21,7,16,353,79,56,5
WEST BENGAL,HOWRAH G.R.P.,2001,18,1,10,673,25,0,0
WEST BENGAL,JALPAIGURI,2001,152,54,58,486,84,12,2
WEST BENGAL,KOLKATA,2001,65,19,149,4040,275,863,6
WEST BENGAL,MALDA,2001,55,40,9,333,52,16,5
WEST BENGAL,MIDNAPUR,2001,120,84,59,581,363,27,58
WEST BENGAL,MURSHIDABAD,2001,130,66,31,378,109,18,12
WEST BENGAL,NADIA,2001,124,71,23,678,227,0,10
WEST BENGAL,PURULIA,2001,69,23,20,300,70,17,3
WEST BENGAL,SEALDAH G.R.P.,2001,23,1,11,276,16,6,0
WEST BENGAL,SILIGURI G.R.P.,2001,2,0,1,89,4,1,0
WEST BENGAL,UTTAR DINAJPUR,2001,36,31,7,274,44,19,4
A & N ISLANDS,ANDAMAN,2001,13,3,4,65,13,8,0
A & N ISLANDS,NICOBAR,2001,0,0,0,0,0,0,0
CHANDIGARH,CHANDIGARH,2001,15,18,22,1529,91,155,3
D & N HAVELI,D and N HAVELI,2001,3,6,2,45,4,12,0
DAMAN & DIU,DAMAN,2001,6,0,0,34,14,7,0
DAMAN & DIU,DIU,2001,1,0,0,6,9,2,0
DELHI UT,CENTRAL,2001,29,28,42,1595,9,134,4
